         2156267 function calls (2116685 primitive calls) in 15.867 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 keypoint_rcnn.py:233(KeypointRCNNPredictor)
        1    0.000    0.000    0.000    0.000 resnet.py:60(Conv3DNoTemporal)
        1    0.000    0.000    0.000    0.000 vision.py:54(StandardTransform)
        1    0.000    0.000    0.000    0.000 folder.py:177(ImageFolder)
        1    0.000    0.000    0.000    0.000 transforms.py:82(ToTensor)
        1    0.000    0.000    0.000    0.000 transforms.py:214(Scale)
        1    0.000    0.000    0.000    0.000 transforms.py:310(Lambda)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:195(UnsharpMask)
        1    0.000    0.000    0.000    0.000 flickr.py:104(Flickr30k)
        1    0.000    0.000    0.000    0.000 imp.py:107(<listcomp>)
        1    0.000    0.000    0.000    0.000 imp.py:161(_LoadSourceCompatibility)
        1    0.000    0.000    0.000    0.000 errors.py:11(DistutilsError)
        1    0.000    0.000    0.000    0.000 log.py:16(__init__)
        1    0.000    0.000    0.000    0.000 rendering.py:177(Attr)
        1    0.000    0.000    0.000    0.000 rendering.py:208(LineStyle)
        1    0.000    0.000    0.000    0.000 lib.py:52(MissingFunctionException)
        1    0.000    0.000    0.000    0.000 lib_wgl.py:80(WGLFunctionProxy)
        1    0.000    0.000    0.000    0.000 glext_arb.py:3939(struct___GLsync)
        1    0.000    0.000    0.000    0.000 types.py:421(_U)
        1    0.000    0.000    0.000    0.000 types.py:429(RAWMOUSE)
        1    0.000    0.000    0.000    0.000 wgl.py:162(struct__GLYPHMETRICSFLOAT)
        1    0.000    0.000    0.000    0.000 wgl.py:304(struct__WGLSWAP)
        1    0.000    0.000    0.000    0.000 wglext_arb.py:325(struct__GPU_DEVICE)
        1    0.000    0.000    0.000    0.000 wgl_info.py:56(WGLInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:152(NoSuchConfigException)
        1    0.000    0.000    0.000    0.000 basestring.py:33(basestring)
        1    0.000    0.000    0.000    0.000 oldstr.py:17(BaseOldStr)
        1    0.000    0.000    0.000    0.000 __init__.py:304(hooks)
        1    0.000    0.000    0.000    0.000 clock.py:179(_ScheduledItem)
        1    0.000    0.000    0.000    0.000 lib.py:82(_TraceLibrary)
        1    0.000    0.000    0.000    0.000 lib.py:288(LinuxLibraryLoader)
        1    0.000    0.000    0.000    0.000 resource.py:220(FileLocation)
        1    0.000    0.000    0.000    0.000 __init__.py:1989(DepthTexture)
        1    0.000    0.000    0.000    0.000 dds.py:164(DDSImageDecoder)
        1    0.000    0.000    0.000    0.000 gdiplus.py:88(GdiplusStartupOutput)
        1    0.000    0.000    0.000    0.000 com.py:119(COMMethodInstance)
        1    0.000    0.000    0.000    0.000 png.py:113(get_encoders)
        1    0.000    0.000    0.000    0.000 png.py:1355(_readable)
        2    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        2    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:287(seek)
        1    0.000    0.000    0.000    0.000 error.py:104(InvalidRequestError)
        1    0.000    0.000    0.000    0.000 error.py:143(AlreadyPendingCallError)
        1    0.000    0.000    0.000    0.000 error.py:154(NoAsyncCallError)
        1    0.000    0.000    0.000    0.000 core.py:257(ObservationWrapper)
        1    0.000    0.000    0.000    0.000 threading.py:449(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:890(_set_ident)
        1    0.000    0.000    0.000    0.000 __init__.py:164(c_ushort)
        1    0.000    0.000    0.000    0.000 pathlib.py:492(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:971(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 parse.py:318(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:337(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 _exceptions.py:74(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:83(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(AxisError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1212(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 getlimits.py:34(MachArLike)
        1    0.000    0.000    0.000    0.000 index_tricks.py:684(IndexExpression)
        1    0.000    0.000    0.000    0.000 ast.py:266(NodeTransformer)
        1    0.000    0.000    0.000    0.000 _iotools.py:470(ConverterError)
        1    0.000    0.000    0.000    0.000 polyutils.py:61(RankWarning)
        1    0.000    0.000    0.000    0.000 core.py:170(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:792(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:817(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:835(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 core.py:2384(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:393(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:870(setFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1103(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1280(setLevel)
        1    0.000    0.000    0.000    0.000 argparse.py:925(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:988(_CountAction)
        1    0.000    0.000    0.000    0.000 utils.py:1275(_Dummy)
        1    0.000    0.000    0.000    0.000 decorators.py:99(skipif)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
        1    0.000    0.000    0.000    0.000 process.py:285(AuthenticationString)
        1    0.000    0.000    0.000    0.000 reduction.py:204(_C)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 deprecation.py:7(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 rcsetup.py:325(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1763(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2806(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2987(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3000(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3238(Char)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3787(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3825(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4533(PrecededBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4851(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5150(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5218(Suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5247(OnlyOnce)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6750(Latin1)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6794(Korean)
        1    0.000    0.000    0.000    0.000 docstring.py:62(Appender)
        1    0.000    0.000    0.000    0.000 transforms.py:2649(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 ticker.py:304(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:395(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:414(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1573(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1646(NullLocator)
        1    0.000    0.000    0.000    0.000 font_manager.py:865(JSONEncoder)
        1    0.000    0.000    0.000    0.000 patches.py:2105(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2158(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2270(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2831(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:3400(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3428(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3881(Wedge)
        1    0.000    0.000    0.000    0.000 mathtext.py:1296(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1307(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1807(Rule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1825(Hrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1837(Vrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1921(Fil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1936(NegFil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1941(NegFill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1956(HCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:2005(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1207(Event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1259(ResizeEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1451(PickEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3335(ShowBase)
        1    0.000    0.000    0.000    0.000 __init__.py:27(get_projection_names)
        1    0.000    0.000    0.000    0.000 _parser.py:667(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1384(_attr)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:141(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:489(different_locale)
        1    0.000    0.000    0.000    0.000 _factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 wintypes.py:128(FILETIME)
        1    0.000    0.000    0.000    0.000 units.py:57(AxisInfo)
        1    0.000    0.000    0.000    0.000 dates.py:313(strpdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:715(IndexDateFormatter)
        4    0.000    0.000    0.000    0.000 rrule.py:79(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1813(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 legend_handler.py:708(HandlerPolyCollection)
        1    0.000    0.000    0.000    0.000 streamplot.py:236(StreamplotSet)
        1    0.000    0.000    0.000    0.000 scale.py:239(InvertedLog10Transform)
        1    0.000    0.000    0.000    0.000 scale.py:271(InvertedNaturalLogTransform)
        1    0.000    0.000    0.000    0.000 geo.py:16(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 geo.py:290(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:363(MollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:405(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:19(_BackendTkAgg)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:787(SetCursorTk)
        1    0.000    0.000    0.000    0.000 __init__.py:339(__str__)
        1    0.000    0.000    0.000    0.000 __init__.py:2967(Message)
        1    0.000    0.000    0.000    0.000 filedialog.py:239(SaveFileDialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:344(SaveAs)
        1    0.000    0.000    0.000    0.000 backend_managers.py:11(ToolEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:27(ToolManagerMessageEvent)
        1    0.000    0.000    0.000    0.000 Image.py:66(DecompressionBombWarning)
        1    0.000    0.000    0.000    0.000 Image.py:70(DecompressionBombError)
        1    0.000    0.000    0.000    0.000 ImageMode.py:20(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 _util.py:38(deferred_error)
        1    0.000    0.000    0.000    0.000 error.py:2(FFIError)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        1    0.000    0.000    0.000    0.000 __init__.py:192(DoubleStorage)
        1    0.000    0.000    0.000    0.000 _utils.py:357(KeyErrorMessage)
        1    0.000    0.000    0.000    0.000 _utils.py:363(ExceptionWrapper)
        1    0.000    0.000    0.000    0.000 tarfile.py:716(ExFileObject)
        1    0.000    0.000    0.000    0.000 __init__.py:236(CudaError)
        1    0.000    0.000    0.000    0.000 util.py:347(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:609(FinalCls)
        1    0.000    0.000    0.000    0.000 typing.py:428(_NoReturn)
        1    0.000    0.000    0.000    0.000 typing.py:1204(Generic)
        1    0.000    0.000    0.000    0.000 typing.py:1279(Tuple)
        1    0.000    0.000    0.000    0.000 typing.py:1355(Callable)
        1    0.000    0.000    0.000    0.000 typing.py:1718(Awaitable)
        1    0.000    0.000    0.000    0.000 typing.py:1725(Coroutine)
        1    0.000    0.000    0.000    0.000 typing.py:1734(AsyncIterable)
        1    0.000    0.000    0.000    0.000 typing.py:1737(AsyncIterator)
        1    0.000    0.000    0.000    0.000 typing.py:1745(Iterable)
        1    0.000    0.000    0.000    0.000 typing.py:1749(Iterator)
        1    0.000    0.000    0.000    0.000 typing.py:1821(Collection)
        1    0.000    0.000    0.000    0.000 typing.py:1846(Mapping)
        1    0.000    0.000    0.000    0.000 typing.py:1855(MutableMapping)
        1    0.000    0.000    0.000    0.000 typing.py:1874(MutableSequence)
        1    0.000    0.000    0.000    0.000 typing.py:1878(ByteString)
        1    0.000    0.000    0.000    0.000 typing.py:1893(Deque)
        1    0.000    0.000    0.000    0.000 typing.py:1940(ValuesView)
        1    0.000    0.000    0.000    0.000 typing.py:2072(AsyncGenerator)
        1    0.000    0.000    0.000    0.000 activation.py:988(Softmax2d)
        1    0.000    0.000    0.000    0.000 loss.py:785(SoftMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1194(CTCLoss)
        1    0.000    0.000    0.000    0.000 pooling.py:30(MaxPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:287(MaxUnpool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:361(MaxUnpool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:424(_AvgPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:433(AvgPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:809(LPPool2d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:175(BatchNorm2d)
        1    0.000    0.000    0.000    0.000 function.py:80(FunctionMeta)
        1    0.000    0.000    0.000    0.000 function.py:243(InplaceFunction)
        1    0.000    0.000    0.000    0.000 instancenorm.py:52(InstanceNorm1d)
        1    0.000    0.000    0.000    0.000 padding.py:23(ConstantPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:169(ReflectionPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:268(ReplicationPad1d)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:145(SpectralNormLoadStateDictPreHook)
        1    0.000    0.000    0.000    0.000 transformer.py:184(TransformerDecoder)
        1    0.000    0.000    0.000    0.000 transformer.py:235(TransformerEncoderLayer)
        1    0.000    0.000    0.000    0.000 fused.py:11(LinearReLU)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(_CachedForward)
        1    0.000    0.000    0.000    0.000 __init__.py:181(CuDNNError)
        1    0.000    0.000    0.000    0.000 frontend.py:180(Builder)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:180(StepLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:215(MultiStepLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:252(ExponentialLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:271(CosineAnnealingLR)
        1    0.000    0.000    0.000    0.000 spawn.py:44(SpawnContext)
        1    0.000    0.000    0.000    0.000 zipfile.py:714(_SharedFile)
        1    0.000    0.000    0.000    0.000 request.py:900(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:1032(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 client.py:1426(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1445(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1475(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1482(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1487(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 constraints.py:70(_Dependent)
        1    0.000    0.000    0.000    0.000 constraints.py:166(_GreaterThan)
        1    0.000    0.000    0.000    0.000 constraints.py:198(_LessThan)
        1    0.000    0.000    0.000    0.000 __init__.py:26(_QEngineProp)
        1    0.000    0.000    0.000    0.000 observer.py:241(MovingAverageMinMaxObserver)
        1    0.000    0.000    0.000    0.000 sampler.py:130(WeightedRandomSampler)
        1    0.000    0.000    0.000    0.000 dataset.py:35(IterableDataset)
        1    0.000    0.000    0.000    0.000 fetch.py:38(_MapDatasetFetcher)
        1    0.000    0.000    0.000    0.000 inception.py:344(BasicConv2d)
        1    0.000    0.000    0.000    0.000 googlenet.py:164(Inception)
        1    0.000    0.000    0.000    0.000 googlenet.py:196(InceptionAux)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:40(ASPPConv)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:64(ASPP)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:51(ConvTranspose2d)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:220(MaskRCNNHeads)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:245(MaskRCNNPredictor)
        1    0.000    0.000    0.000    0.000 resnet.py:117(Bottleneck)
        1    0.000    0.000    0.000    0.000 resnet.py:163(BasicStem)
        1    0.000    0.000    0.000    0.000 transforms.py:698(RandomSizedCrop)
        1    0.000    0.000    0.000    0.000 ImageEnhance.py:24(_Enhance)
        1    0.000    0.000    0.000    0.000 ImageEnhance.py:57(Contrast)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:43(Kernel)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:111(MinFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:141(ModeFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:159(GaussianBlur)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:174(BoxBlur)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:245(DETAIL)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:311(SMOOTH)
        1    0.000    0.000    0.000    0.000 __init__.py:17(<module>)
        1    0.000    0.000    0.000    0.000 imp.py:180(_LoadCompiledCompatibility)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 errors.py:79(CCompilerError)
        1    0.000    0.000    0.000    0.000 rendering.py:217(LineWidth)
        1    0.000    0.000    0.000    0.000 rendering.py:231(FilledPolygon)
        1    0.000    0.000    0.000    0.000 rendering.py:294(Line)
        1    0.000    0.000    0.000    0.000 rendering.py:308(Image)
        1    0.000    0.000    0.000    0.000 glext_arb.py:3946(struct___GLsync)
        1    0.000    0.000    0.000    0.000 glext_arb.py:7100(struct__cl_event)
        1    0.000    0.000    0.000    0.000 glext_arb.py:7110(struct__cl_context)
        1    0.000    0.000    0.000    0.000 glext_arb.py:7117(struct__cl_event)
        3    0.000    0.000    0.000    0.000 __init__.py:56(<lambda>)
        1    0.000    0.000    0.000    0.000 types.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 types.py:292(<listcomp>)
        1    0.000    0.000    0.000    0.000 types.py:392(RAWINPUTDEVICE)
        1    0.000    0.000    0.000    0.000 types.py:460(_RAWINPUTDEVICEUNION)
        1    0.000    0.000    0.000    0.000 wgl.py:321(struct_tagRECT)
        1    0.000    0.000    0.000    0.000 wglext_arb.py:335(struct_tagRECT)
        1    0.000    0.000    0.000    0.000 wgl_info.py:53(WGLInfoException)
        1    0.000    0.000    0.000    0.000 resource.py:104(ResourceNotFoundException)
        1    0.000    0.000    0.000    0.000 resource.py:237(ZIPLocation)
        1    0.000    0.000    0.000    0.000 atlas.py:78(AllocatorException)
        1    0.000    0.000    0.000    0.000 dds.py:138(DDPIXELFORMAT)
        1    0.000    0.000    0.000    0.000 gdiplus.py:198(get_file_extensions)
        1    0.000    0.000    0.000    0.000 png.py:78(PNGImageEncoder)
        1    0.000    0.000    0.000    0.000 png.py:1314(Image)
        1    0.000    0.000    0.000    0.000 bmp.py:151(BMPImageDecoder)
        1    0.000    0.000    0.000    0.000 bmp.py:356(get_decoders)
        1    0.000    0.000    0.000    0.000 {method 'splitlist' of '_tkinter.tkapp' objects}
        2    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 tokenize.py:217(TokenError)
        1    0.000    0.000    0.000    0.000 error.py:47(ResetNeeded)
        1    0.000    0.000    0.000    0.000 error.py:114(AuthenticationError)
        1    0.000    0.000    0.000    0.000 threading.py:254(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:720(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 _globals.py:32(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:160(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_double)
        1    0.000    0.000    0.000    0.000 pathlib.py:377(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:514(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:1446(PosixPath)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:323(ParseResult)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
        1    0.000    0.000    0.000    0.000 numeric.py:81(ComplexWarning)
        1    0.000    0.000    0.000    0.000 arrayprint.py:992(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1145(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1158(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1168(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1197(ComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1270(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1322(StructureFormat)
        1    0.000    0.000    0.000    0.000 _internal.py:245(c_void_p)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 index_tricks.py:522(CClass)
        1    0.000    0.000    0.000    0.000 polynomial.py:30(RankWarning)
        1    0.000    0.000    0.000    0.000 shutil.py:55(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 polyutils.py:65(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:82(PolyBase)
        1    0.000    0.000    0.000    0.000 core.py:91(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:162(MAError)
        1    0.000    0.000    0.000    0.000 core.py:856(_DomainGreater)
        1    0.000    0.000    0.000    0.000 core.py:872(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 core.py:888(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 extras.py:272(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:290(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:303(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:1489(mr_class)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 case.py:38(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 __init__.py:1576(RootLogger)
        1    0.000    0.000    0.000    0.000 argparse.py:200(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:641(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:652(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:713(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:868(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1056(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 utils.py:1879(IgnoreException)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 context.py:324(SpawnContext)
        1    0.000    0.000    0.000    0.000 process.py:299(_MainProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:475(checkdep_ps_distiller)
        1    0.000    0.000    0.000    0.000 inspect.py:2388(_empty)
        1    0.000    0.000    0.000    0.000 __init__.py:251(IgnoredKeywordWarning)
        1    0.000    0.000    0.000    0.000 deprecation.py:317(_deprecated_parameter_class)
        1    0.000    0.000    0.000    0.000 rcsetup.py:324(validate_nseq_int)
        1    0.000    0.000    0.000    0.000 pyparsing.py:266(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:480(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1740(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2814(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3228(_WordRegex)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3688(_PositionToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3752(LineEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3772(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5075(TokenConverter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6754(LatinA)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6770(Cyrillic)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6782(Kanji)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6802(Thai)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6806(Arabic)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6810(Hebrew)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6814(Devanagari)
        1    0.000    0.000    0.000    0.000 colors.py:1378(NoNorm)
        1    0.000    0.000    0.000    0.000 pyplot.py:92(_NotIPython)
        1    0.000    0.000    0.000    0.000 transforms.py:2588(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2753(TransformedPatchPath)
        1    0.000    0.000    0.000    0.000 ticker.py:1087(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 patches.py:2760(SimpleEvent)
        1    0.000    0.000    0.000    0.000 patches.py:2867(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:2967(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:3061(Bar)
