         2719936 function calls (2672071 primitive calls) in 31.928 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      759    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
      172    0.002    0.000    5.426    0.032 03_DQN_training.py:208(get_current)
     1564    0.002    0.000    0.020    0.000 lib.py:116(errcheck_glend)
     1614    0.002    0.000    0.002    0.000 {built-in method _thread.allocate_lock}
      391    0.002    0.000    0.065    0.000 Image.py:2552(frombuffer)
      391    0.002    0.000    0.002    0.000 win32.py:93(start)
      176    0.002    0.000    0.005    0.000 numeric.py:2256(within_tol)
     5686    0.002    0.000    0.003    0.000 sre_parse.py:163(__getitem__)
      172    0.002    0.000   10.311    0.060 tensor.py:138(backward)
     2110    0.002    0.000    0.003    0.000 lines.py:635(axes)
2744/1520    0.002    0.000    0.002    0.000 transforms.py:2357(<lambda>)
      349    0.002    0.000    0.034    0.000 axis.py:442(_get_text2)
       38    0.002    0.000    0.002    0.000 {built-in method io.open}
      405    0.002    0.000    5.761    0.014 conv.py:344(forward)
      607    0.002    0.000    0.009    0.000 axis.py:617(update_position)
      172    0.002    0.000    0.005    0.000 __init__.py:20(_make_grads)
      731    0.002    0.000    0.026    0.000 transforms.py:1470(transform_point)
     5344    0.002    0.000    0.002    0.000 artist.py:199(axes)
      282    0.002    0.000    0.388    0.001 axis.py:819(cla)
     2204    0.002    0.000    0.009    0.000 __init__.py:111(WINFUNCTYPE)
        1    0.002    0.002    0.032    0.032 __init__.py:129(<module>)
        1    0.002    0.002    0.146    0.146 rendering.py:3(<module>)
     2499    0.002    0.000    0.002    0.000 {built-in method builtins.max}
     1564    0.002    0.000    0.003    0.000 lib.py:108(errcheck_glbegin)
     1267    0.002    0.000    0.003    0.000 __init__.py:1373(is_math_text)
      700    0.002    0.000    0.003    0.000 functools.py:44(update_wrapper)
      806    0.002    0.000    0.004    0.000 font_manager.py:1058(score_family)
      385    0.002    0.000    0.003    0.000 sre_compile.py:250(_optimize_charset)
      391    0.002    0.000    0.033    0.000 Image.py:807(frombytes)
     2523    0.002    0.000    0.002    0.000 artist.py:373(get_transform)
      376    0.002    0.000    0.003    0.000 ticker.py:512(__init__)
     6277    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
     1941    0.002    0.000    0.003    0.000 font_manager.py:744(set_family)
      221    0.002    0.000    0.126    0.001 axis.py:289(draw)
      333    0.002    0.000    0.032    0.000 axis.py:558(_get_text2)
     2484    0.002    0.000    0.003    0.000 font_manager.py:1233(<genexpr>)
      400    0.002    0.000    0.108    0.000 __init__.py:316(switch_to)
      349    0.002    0.000    0.009    0.000 _base.py:684(get_xaxis_text1_transform)
     2078    0.002    0.000    0.003    0.000 lines.py:1038(set_antialiased)
      371    0.002    0.000    0.002    0.000 03_DQN_training.py:101(get_exploration_rate)
      723    0.002    0.000    0.074    0.000 <frozen importlib._bootstrap_external>:485(_compile_bytecode)
     2078    0.002    0.000    0.003    0.000 lines.py:1228(set_markeredgewidth)
     1112    0.002    0.000    0.005    0.000 transforms.py:1776(transform_affine)
     1537    0.002    0.000    0.003    0.000 text.py:934(set_horizontalalignment)
     1249    0.002    0.000    0.002    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.002    0.002    0.002    0.002 s3tc.py:39(<module>)
    13234    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
      204    0.002    0.000    0.004    0.000 patches.py:504(_bind_draw_path_function)
    36/32    0.002    0.000    0.008    0.000 {built-in method _imp.exec_dynamic}
     1415    0.002    0.000    0.008    0.000 <__array_function__ internals>:2(concatenate)
     1173    0.002    0.000    0.002    0.000 Image.py:2451(_check_size)
     7005    0.002    0.000    0.003    0.000 sre_parse.py:253(get)
     3225    0.002    0.000    0.002    0.000 {built-in method _ctypes.POINTER}
     1460    0.002    0.000    0.004    0.000 artist.py:1005(set_zorder)
     4479    0.002    0.000    0.002    0.000 {method 'update' of 'dict' objects}
      682    0.002    0.000    0.002    0.000 axis.py:198(_set_labelrotation)
      333    0.002    0.000    0.008    0.000 _base.py:760(get_yaxis_text1_transform)
       32    0.002    0.000    0.002    0.000 {built-in method builtins.dir}
     1788    0.002    0.000    0.011    0.000 __init__.py:775(__setitem__)
     2127    0.001    0.000    0.022    0.000 __init__.py:73(CFUNCTYPE)
  349/289    0.001    0.000    0.341    0.001 axis.py:1928(_get_tick)
      376    0.001    0.000    0.004    0.000 axis.py:1635(set_major_locator)
      642    0.001    0.000    0.012    0.000 inspect.py:2183(_signature_from_callable)
      782    0.001    0.000    0.002    0.000 Image.py:838(load)
     3882    0.001    0.000    0.002    0.000 font_manager.py:928(_normalize_font_family)
  380/190    0.001    0.000    0.005    0.000 units.py:142(get_converter)
      272    0.001    0.000    0.003    0.000 _methods.py:63(_clip_dep_is_scalar_nan)
     1521    0.001    0.000    0.003    0.000 text.py:918(set_color)
     2246    0.001    0.000    0.027    0.000 inspect.py:595(getdoc)
      391    0.001    0.000    0.002    0.000 Image.py:461(_getencoder)
      323    0.001    0.000    0.001    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
      391    0.001    0.000    0.007    0.000 __init__.py:2031(get_color_buffer)
      343    0.001    0.000    0.002    0.000 text.py:41(get_rotation)
     1452    0.001    0.000    0.001    0.000 {method 'rsplit' of 'str' objects}
      778    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:318(__exit__)
     5876    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
     2729    0.001    0.000    0.006    0.000 __init__.py:358(__getattr__)
    10716    0.001    0.000    0.002    0.000 mathtext.py:2839(<genexpr>)
      375    0.001    0.000    0.003    0.000 colors.py:185(_to_rgba_no_colorcycle)
     1521    0.001    0.000    0.003    0.000 text.py:1212(set_usetex)
     7229    0.001    0.000    0.001    0.000 multiarray.py:707(dot)
       61    0.001    0.000    0.001    0.000 {method 'argmax' of 'torch._C._TensorBase' objects}
     2978    0.001    0.000    0.082    0.000 <frozen importlib._bootstrap_external>:75(_path_stat)
      714    0.001    0.000    0.057    0.000 lines.py:1021(get_path)
      391    0.001    0.000    0.095    0.000 __init__.py:715(_get_data)
  580/226    0.001    0.000    0.021    0.000 sre_parse.py:407(_parse_sub)
      392    0.001    0.000    0.004    0.000 shape_base.py:24(atleast_1d)
  333/273    0.001    0.000    0.315    0.001 axis.py:2218(_get_tick)
  778/774    0.001    0.000    0.110    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
      349    0.001    0.000    0.008    0.000 _base.py:710(get_xaxis_text2_transform)
      414    0.001    0.000    0.029    0.000 backend_agg.py:241(_get_agg_font)
      403    0.001    0.000    0.013    0.000 gl_info.py:87(set_active_context)
      371    0.001    0.000    0.002    0.000 03_DQN_training.py:66(push)
     1155    0.001    0.000    0.007    0.000 fromnumeric.py:2629(amin)
     1368    0.001    0.000    0.001    0.000 {method 'detach_' of 'torch._C._TensorBase' objects}
      391    0.001    0.000    0.322    0.001 _asarray.py:141(ascontiguousarray)
     3939    0.001    0.000    0.005    0.000 _asarray.py:88(asanyarray)
     5242    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
       48    0.001    0.000    0.001    0.000 {built-in method zeros_like}
       68    0.001    0.000    0.067    0.001 axis.py:2180(get_tick_space)
     3041    0.001    0.000    0.002    0.000 text.py:1136(set_text)
      462    0.001    0.000    0.011    0.000 markers.py:768(_set_tickdown)
        9    0.001    0.000    0.001    0.000 {method 'readlines' of '_io._IOBase' objects}
      614    0.001    0.000    0.001    0.000 _inspect.py:67(getargs)
     1408    0.001    0.000    0.002    0.000 tensor.py:429(__hash__)
      333    0.001    0.000    0.007    0.000 _base.py:786(get_yaxis_text2_transform)
      376    0.001    0.000    0.031    0.000 ticker.py:1896(__init__)
  212/152    0.001    0.000    0.412    0.003 axis.py:945(set_clip_path)
     2534    0.001    0.000    0.001    0.000 {method 'count' of 'str' objects}
      935    0.001    0.000    0.015    0.000 <__array_function__ internals>:2(broadcast_arrays)
        1    0.001    0.001    0.001    0.001 win32.py:1(<module>)
     1172    0.001    0.000    0.007    0.000 fromnumeric.py:2504(amax)
        1    0.001    0.001    0.072    0.072 _backend_tk.py:944(new_figure_manager_given_figure)
        2    0.001    0.001    0.018    0.009 win32.py:4(<module>)
     1923    0.001    0.000    0.001    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      176    0.001    0.000    0.010    0.000 numeric.py:2179(isclose)
     2078    0.001    0.000    0.002    0.000 lines.py:1213(set_markeredgecolor)
     1173    0.001    0.000    0.004    0.000 Image.py:629(__del__)
       68    0.001    0.000    0.065    0.001 axis.py:2488(get_tick_space)
       96    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1281(_fill_cache)
      576    0.001    0.000    0.003    0.000 path.py:159(_fast_from_codes_and_verts)
      546    0.001    0.000    0.130    0.000 axis.py:230(set_clip_path)
      349    0.001    0.000    0.004    0.000 axis.py:411(apply_tickdir)
       19    0.001    0.000    0.003    0.000 enum.py:124(__new__)
      397    0.001    0.000    0.001    0.000 rendering.py:195(set_translation)
      102    0.001    0.000    0.025    0.000 patches.py:563(draw)
      391    0.001    0.000    0.163    0.000 transforms.py:199(__call__)
      430    0.001    0.000    0.010    0.000 markers.py:748(_set_tickleft)
     1263    0.001    0.000    0.001    0.000 {method 'dim' of 'torch._C._TensorBase' objects}
      391    0.001    0.000    0.001    0.000 {built-in method PIL._imaging.raw_decoder}
      462    0.001    0.000    0.009    0.000 markers.py:762(_set_tickup)
      420    0.001    0.000    0.016    0.000 text.py:257(update_from)
      601    0.001    0.000    0.001    0.000 {method 'size' of 'torch._C._TensorBase' objects}
     1173    0.001    0.000    0.003    0.000 Image.py:591(__exit__)
      376    0.001    0.000    0.007    0.000 shape_base.py:285(hstack)
      967    0.001    0.000    0.016    0.000 <__array_function__ internals>:2(column_stack)
        1    0.001    0.001    0.141    0.141 __init__.py:92(<module>)
      160    0.001    0.000    0.004    0.000 transforms.py:1025(get_points)
      765    0.001    0.000    0.017    0.000 transforms.py:2371(transform_affine)
      806    0.001    0.000    0.002    0.000 font_manager.py:1081(<listcomp>)
      136    0.001    0.000    0.001    0.000 _methods.py:78(_clip_dep_invoke_with_casting)
       34    0.001    0.000    0.665    0.020 axis.py:1195(draw)
      709    0.001    0.000    0.001    0.000 __init__.py:205(process)
      408    0.001    0.000    0.020    0.000 artist.py:1241(get_valid_values)
      430    0.001    0.000    0.008    0.000 markers.py:754(_set_tickright)
      333    0.001    0.000    0.004    0.000 axis.py:528(apply_tickdir)
   246/38    0.001    0.000    0.003    0.000 abc.py:196(__subclasscheck__)
     1077    0.001    0.000    0.029    0.000 <frozen importlib._bootstrap_external>:85(_path_is_mode_type)
      310    0.001    0.000    0.003    0.000 random.py:173(randrange)
      391    0.001    0.000    0.002    0.000 rendering.py:220(enable)
       64    0.001    0.000    0.007    0.000 colors.py:729(from_list)
      759    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:361(_get_cached)
      391    0.001    0.000    0.001    0.000 transforms.py:124(__init__)
2976/2248    0.001    0.000    0.148    0.000 spines.py:208(_ensure_position_is_set)
      391    0.001    0.000    0.004    0.000 fromnumeric.py:603(transpose)
       60    0.001    0.000    0.002    0.000 function_base.py:37(linspace)
       63    0.001    0.000    0.011    0.000 _base.py:3161(set_xlim)
      115    0.001    0.000    0.022    0.000 transforms.py:697(union)
       68    0.001    0.000    0.077    0.001 axis.py:1326(get_minorticklocs)
      130    0.001    0.000    0.006    0.000 abc.py:132(__new__)
      984    0.001    0.000    0.007    0.000 fromnumeric.py:3079(around)
      759    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1228(_get_spec)
     2805    0.001    0.000    0.001    0.000 stride_tricks.py:266(<genexpr>)
      984    0.001    0.000    0.012    0.000 <__array_function__ internals>:2(round_)
      926    0.001    0.000    0.001    0.000 ntpath.py:122(splitdrive)
     6963    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
       68    0.001    0.000    0.223    0.003 axis.py:1404(get_major_ticks)
      228    0.001    0.000    0.001    0.000 {built-in method numpy.arange}
        2    0.001    0.000    0.003    0.001 decoder.py:345(raw_decode)
      252    0.001    0.000    0.003    0.000 _base.py:3143(_validate_converted_limits)
      136    0.001    0.000    0.001    0.000 ticker.py:1831(scale_range)
     1140    0.001    0.000    0.002    0.000 {built-in method builtins.all}
     3352    0.001    0.000    0.001    0.000 transforms.py:946(get_points)
     2078    0.001    0.000    0.002    0.000 lines.py:1050(set_color)
      287    0.001    0.000    0.003    0.000 overrides.py:72(verify_matching_signatures)
       81    0.001    0.000    0.007    0.000 typing.py:922(__new__)
      482    0.001    0.000    0.012    0.000 font_manager.py:858(copy)
      935    0.001    0.000    0.002    0.000 stride_tricks.py:262(<listcomp>)
      723    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
      226    0.001    0.000    0.044    0.000 sre_compile.py:557(compile)
      414    0.001    0.000    0.001    0.000 backend_agg.py:49(get_hinting_flag)
       26    0.001    0.000    0.001    0.000 win32.py:160(__init__)
     3196    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
      376    0.001    0.000    0.050    0.000 axis.py:798(_set_scale)
     1628    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:416(parent)
      255    0.001    0.000    0.005    0.000 transforms.py:2710(_revalidate)
       96    0.001    0.000    0.012    0.000 patches.py:42(__init__)
       17    0.001    0.000    0.001    0.000 {method 'uniform' of 'numpy.random.mtrand.RandomState' objects}
  336/184    0.001    0.000    0.347    0.002 axis.py:658(__get__)
      402    0.001    0.000    0.001    0.000 __init__.py:390(__setattr__)
      806    0.001    0.000    0.004    0.000 font_manager.py:1137(score_weight)
      391    0.001    0.000    0.075    0.000 transforms.py:93(__call__)
      800    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:58(__init__)
      967    0.001    0.000    0.002    0.000 shape_base.py:593(_column_stack_dispatcher)
