         2719936 function calls (2672071 primitive calls) in 31.928 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 process.py:301(__init__)
        5    0.000    0.000    0.000    0.000 rcsetup.py:679(validate_bbox)
        1    0.000    0.000    0.000    0.000 bezier.py:147(BezierSegment)
        1    0.000    0.000    0.000    0.000 widgets.py:1461(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 rrule.py:1416(_rrulestr)
        3    0.000    0.000    0.000    0.000 _jit_internal.py:264(ignore)
        1    0.000    0.000    0.000    0.000 __init__.py:1231(_gen_rcb)
        1    0.000    0.000    0.000    0.000 linear.py:50(DeQuantize)
        1    0.000    0.000    0.000    0.000 transforms.py:29(Transform)
        1    0.000    0.000    0.000    0.000 half_cauchy.py:11(HalfCauchy)
        1    0.000    0.000    0.008    0.008 misc.py:135(FrozenBatchNorm2d)
        1    0.000    0.000    0.000    0.000 gl_info.py:69(GLInfo)
        2    0.000    0.000    0.000    0.000 __init__.py:106(__len__)
        1    0.000    0.000    0.000    0.000 __init__.py:1798(TextureRegion)
        1    0.000    0.000    0.000    0.000 __init__.py:606(UniformTextureSequence)
        1    0.000    0.000    0.000    0.000 com.py:165(IUnknown)
        3    0.000    0.000    0.000    0.000 index_tricks.py:312(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:276(NameValidator)
        2    0.000    0.000    0.000    0.000 core.py:6499(__init__)
        1    0.000    0.000    0.014    0.014 registration.py:155(make)
        1    0.000    0.000    0.000    0.000 collections.py:1671(EllipseCollection)
        8    0.000    0.000    0.000    0.000 rrule.py:76(<genexpr>)
        1    0.000    0.000    0.000    0.000 rrule.py:1305(rruleset)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:57(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 __init__.py:2663(Entry)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 storage.py:7(_StorageBase)
        9    0.000    0.000    0.000    0.000 typing.py:800(<genexpr>)
        1    0.000    0.000    0.000    0.000 flatten.py:1(<module>)
        1    0.000    0.000    0.001    0.001 request.py:941(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2040(IPv6Interface)
        1    0.000    0.000    0.000    0.000 gumbel.py:13(Gumbel)
        1    0.000    0.000    0.000    0.000 <string>:5(QConfigDynamic)
        1    0.000    0.000    0.000    0.000 transforms.py:399(RandomCrop)
        8    0.000    0.000    0.000    0.000 rendering.py:84(add_geom)
        2    0.000    0.000    0.000    0.000 __init__.py:348(get_size)
        3    0.000    0.000    0.000    0.000 com.py:121(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:48(__call__)
        1    0.000    0.000    0.000    0.000 sre_parse.py:963(expand_template)
       16    0.000    0.000    0.000    0.000 _dtype.py:36(_kind_name)
        2    0.000    0.000    0.000    0.000 arrayprint.py:462(decorating_function)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        2    0.000    0.000    0.000    0.000 __init__.py:626(get_candidate_paths)
       12    0.000    0.000    0.000    0.000 inspect.py:687(<genexpr>)
        1    0.000    0.000    0.000    0.000 colors.py:1538(LightSource)
        1    0.000    0.000    0.000    0.000 pyplot.py:654(close)
        1    0.000    0.000    0.003    0.003 mathtext.py:2838(<lambda>)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1700(TracedModule)
        1    0.000    0.000    0.000    0.000 flickr.py:10(Flickr8kParser)
        1    0.000    0.000    0.000    0.000 stats_recorder.py:9(StatsRecorder)
        2    0.000    0.000    0.000    0.000 win32.py:175(compatible)
       16    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
       14    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 __init__.py:960(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 argparse.py:150(HelpFormatter)
       11    0.000    0.000    0.000    0.000 rcsetup.py:711(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6697(unicode_set)
        1    0.000    0.000    0.000    0.000 transforms.py:54(TransformNode)
        1    0.000    0.000    0.000    0.000 figure.py:1882(_set_artist_props)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 scale.py:340(LogScale)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:578(NavigationToolbar2Tk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:793(ToolbarTk)
        1    0.000    0.000    0.000    0.000 __init__.py:1999(Tk)
        1    0.000    0.000    0.000    0.000 __init__.py:2121(Pack)
        1    0.000    0.000    0.000    0.000 data_parallel.py:36(DataParallel)
        1    0.000    0.000    0.000    0.000 conv_fused.py:10(ConvBn2d)
        1    0.000    0.000    0.000    0.000 functional_modules.py:5(FloatFunctional)
        1    0.000    0.000    0.000    0.000 dataloader.py:60(DataLoader)
        1    0.000    0.000    0.000    0.000 rpn.py:11(AnchorGenerator)
        1    0.000    0.000    0.000    0.000 ImageStat.py:24(<module>)
        3    0.000    0.000    0.000    0.000 base.py:265(<lambda>)
        1    0.000    0.000    0.000    0.000 glu_info.py:69(GLUInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:1997(BufferManager)
        1    0.000    0.000    0.000    0.000 gdiplus.py:197(GDIPlusDecoder)
        3    0.000    0.000    0.000    0.000 weakref.py:334(__new__)
        3    0.000    0.000    0.000    0.000 ufunclike.py:43(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 argparse.py:1585(ArgumentParser)
        1    0.000    0.000    0.000    0.000 six.py:195(load_module)
        2    0.000    0.000    0.000    0.000 inspect.py:1495(currentframe)
        3    0.000    0.000    0.000    0.000 rcsetup.py:108(validate_path_exists)
        5    0.000    0.000    0.000    0.000 rcsetup.py:530(update_savefig_format)
        1    0.000    0.000    0.000    0.000 ticker.py:842(LogFormatter)
        1    0.000    0.000    0.000    0.000 patches.py:1445(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:1572(Arc)
        1    0.000    0.000    0.000    0.000 mathtext.py:224(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 table.py:30(Cell)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:524(_get_toolmanager)
        8    0.000    0.000    0.000    0.000 typing.py:822(__hash__)
       16    0.000    0.000    0.000    0.000 typing.py:1110(<genexpr>)
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rnn.py:23(PackedSequence)
        1    0.000    0.000    0.000    0.000 activation.py:9(ReLU)
        1    0.000    0.000    0.000    0.000 __init__.py:2054(_check_directly_compile_overloaded)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 half_normal.py:10(HalfNormal)
        1    0.000    0.000    0.000    0.000 logistic_normal.py:8(LogisticNormal)
       16    0.000    0.000    0.000    0.000 __future__.py:18(get_overwrite_module_params_on_conversion)
        2    0.000    0.000    0.000    0.000 gl_info.py:184(get_vendor)
        1    0.000    0.000    0.000    0.000 olddict.py:33(olddict)
        1    0.000    0.000    0.000    0.000 colorize.py:3(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:27(format_list)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        3    0.000    0.000    0.000    0.000 pathlib.py:390(_wrap_binary_strfunc)
        1    0.000    0.000    0.000    0.000 core.py:1278(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 string.py:173(Formatter)
       12    0.000    0.000    0.000    0.000 inspect.py:690(<genexpr>)
        8    0.000    0.000    0.000    0.000 mathtext.py:1885(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:400(_ymd)
        4    0.000    0.000    0.000    0.000 axis.py:1875(_make_getset_interval)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _VF.py:11(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:680(ignore_lib_warnings)
        1    0.000    0.000    0.000    0.000 optimizer.py:17(Optimizer)
        1    0.000    0.000    0.000    0.000 ssl.py:376(Purpose)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 weibull.py:10(Weibull)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:6(FakeQuantize)
        1    0.000    0.000    0.000    0.000 model_zoo.py:2(<module>)
        1    0.000    0.000    0.000    0.000 cifar.py:17(CIFAR10)
        1    0.000    0.000    0.000    0.000 imagenet.py:26(ImageNet)
        3    0.000    0.000    0.000    0.000 __init__.py:1792(get_platform)
        1    0.000    0.000    0.000    0.000 re.py:330(filter)
        2    0.000    0.000    0.001    0.000 space.py:21(seed)
        1    0.000    0.000    0.000    0.000 space.py:4(Space)
        1    0.000    0.000    0.153    0.153 space.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
       15    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
       29    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:302(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 async_vector_env.py:19(AsyncState)
       13    0.000    0.000    0.000    0.000 rcsetup.py:352(validate_color_or_auto)
        6    0.000    0.000    0.000    0.000 rcsetup.py:646(validate_svg_fonttype)
        1    0.000    0.000    0.002    0.002 artist.py:1312(get_setters)
        1    0.000    0.000    0.000    0.000 ticker.py:1885(MaxNLocator)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1613(_fix_ipython_backend2gui)
        1    0.000    0.000    0.000    0.000 backend_tools.py:393(ToolQuit)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 offsetbox.py:614(DrawingArea)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 __init__.py:256(manager_path)
        1    0.000    0.000    0.000    0.000 streams.py:105(Event)
        1    0.000    0.000    0.000    0.000 typing.py:686(_Union)
        1    0.000    0.000    0.000    0.000 batchnorm.py:13(_BatchNorm)
        1    0.000    0.000    0.000    0.000 function.py:339(NestedIOFunction)
        1    0.000    0.000    0.000    0.000 profiler.py:496(FormattedTimesMixin)
        1    0.000    0.000    0.000    0.000 client.py:1370(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 ssl.py:355(_ASN1Object)
        1    0.000    0.000    0.000    0.000 __init__.py:29(cuFFTPlanCache)
        1    0.000    0.000    0.000    0.000 roi_heads.py:322(RoIHeads)
        1    0.000    0.000    0.000    0.000 imp.py:105(get_suffixes)
        1    0.000    0.000    0.000    0.000 base.py:212(Context)
        1    0.000    0.000    0.000    0.000 __init__.py:2340(TextureGrid)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        4    0.000    0.000    0.000    0.000 pathlib.py:898(__truediv__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:452(_setdef)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
        2    0.000    0.000    0.000    0.000 ast.py:30(parse)
        1    0.000    0.000    0.000    0.000 npyio.py:122(NpzFile)
        1    0.000    0.000    0.000    0.000 main.py:49(TestProgram)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 socket.py:543(SocketIO)
        1    0.000    0.000    0.000    0.000 __init__.py:647(get_data_path)
        1    0.000    0.000    0.000    0.000 __init__.py:655(Stack)
       10    0.000    0.000    0.000    0.000 rcsetup.py:345(validate_color_or_inherit)
        8    0.000    0.000    0.000    0.000 pyparsing.py:5688(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyplot.py:82(install_repl_displayhook)
        4    0.000    0.000    0.000    0.000 docstring.py:33(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1193(Transform)
        1    0.000    0.000    0.000    0.000 collections.py:1212(LineCollection)
        1    0.000    0.000    0.000    0.000 gridspec.py:25(GridSpecBase)
        2    0.000    0.000    0.000    0.000 __init__.py:1992(wm_withdraw)
        1    0.000    0.000    0.000    0.000 __init__.py:3538(PhotoImage)
        2    0.000    0.000    0.000    0.000 typing.py:280(__init__)
        1    0.000    0.000    0.000    0.000 profiler.py:8(EventList)
        1    0.000    0.000    0.000    0.000 __init__.py:1012(CompilationUnit)
        1    0.000    0.000    0.000    0.000 __init__.py:1328(OrderedModuleDict)
        4    0.000    0.000    0.000    0.000 annotations.py:20(__init__)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1362(IPv4Interface)
        1    0.000    0.000    0.000    0.000 transforms.py:632(StackTransform)
        2    0.000    0.000    0.000    0.000 QConfig.py:57(__new__)
        3    0.000    0.000    0.000    0.000 __init__.py:870(display)
        1    0.000    0.000    0.000    0.000 __init__.py:2120(BufferImage)
        1    0.000    0.000    0.000    0.000 gdiplus.py:80(GdiplusStartupInput)
        1    0.000    0.000    0.000    0.000 pathlib.py:126(<setcomp>)
        2    0.000    0.000    0.000    0.000 core.py:6398(__setattr__)
        3    0.000    0.000    0.000    0.000 __init__.py:1109(__init__)
        1    0.000    0.000    0.000    0.000 async_vector_env.py:25(AsyncVectorEnv)
        8    0.000    0.000    0.000    0.000 inspect.py:229(istraceback)
        4    0.000    0.000    0.000    0.000 inspect.py:2211(<lambda>)
        1    0.000    0.000    0.000    0.000 deprecation.py:399(<listcomp>)
        5    0.000    0.000    0.000    0.000 rcsetup.py:431(validate_aspect)
        1    0.000    0.000    0.000    0.000 colors.py:442(Colormap)
        1    0.000    0.000    0.000    0.000 transforms.py:1064(LockableBbox)
        1    0.000    0.000    0.000    0.000 text.py:1740(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 image.py:1212(FigureImage)
        1    0.000    0.000    0.000    0.000 figure.py:168(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1023(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 triangulation.py:4(Triangulation)
        1    0.000    0.000    0.000    0.000 __init__.py:3617(Spinbox)
        1    0.000    0.000    0.000    0.000 grad_mode.py:53(enable_grad)
        1    0.000    0.000    0.000    0.000 profiler.py:529(FunctionEvent)
        1    0.000    0.000    0.000    0.000 frontend.py:256(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1445(IPv4Network)
        1    0.000    0.000    0.000    0.000 exp_family.py:5(ExponentialFamily)
        1    0.000    0.000    0.000    0.000 monitor.py:12(Monitor)
        1    0.000    0.000    0.000    0.000 types.py:341(DEVMODE)
        3    0.000    0.000    0.000    0.000 __init__.py:49(metaclass)
        1    0.000    0.000    0.000    0.000 threading.py:523(clear)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
       15    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 core.py:6112(mvoid)
        1    0.000    0.000    0.000    0.000 __init__.py:426(Formatter)
        8    0.000    0.000    0.000    0.000 inspect.py:239(isframe)
        5    0.000    0.000    0.000    0.000 rcsetup.py:204(validate_dpi)
        5    0.000    0.000    0.000    0.000 rcsetup.py:693(validate_sketch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1569(addCondition)
        1    0.000    0.000    0.000    0.000 colors.py:1140(SymLogNorm)
        1    0.000    0.000    0.000    0.000 artist.py:1317(<listcomp>)
        1    0.000    0.000    0.000    0.000 collections.py:1818(TriMesh)
        1    0.000    0.000    0.000    0.000 collections.py:1882(QuadMesh)
        1    0.000    0.000    0.000    0.000 contour.py:1414(QuadContourSet)
        1    0.000    0.000    0.000    0.000 patches.py:1054(Wedge)
        1    0.000    0.000    0.000    0.000 image.py:1079(PcolorImage)
        1    0.000    0.000    0.000    0.000 __init__.py:13(register)
        1    0.000    0.000    0.000    0.000 __init__.py:6(ProjectionRegistry)
        1    0.000    0.000    0.000    0.000 calendar.py:129(Calendar)
        1    0.000    0.000    0.000    0.000 table.py:181(CustomCell)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:292(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 axis.py:515(YTick)
        1    0.000    0.000    0.000    0.000 __init__.py:2395(__init__)
        1    0.000    0.000    0.000    0.000 filedialog.py:26(FileDialog)
        1    0.000    0.000    0.000    0.000 <string>:2(AsyncContextManager)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 rnn.py:567(GRU)
        1    0.000    0.000    0.000    0.000 __init__.py:1359(OrderedParameterDict)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:307(ReduceLROnPlateau)
        1    0.000    0.000    0.000    0.000 request.py:434(OpenerDirector)
        1    0.000    0.000    0.000    0.000 quasirandom.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transform_reward.py:1(<module>)
        1    0.000    0.000    0.000    0.000 win32.py:135(create_context)
        1    0.000    0.000    0.000    0.000 __init__.py:111(with_metaclass)
        1    0.000    0.000    0.000    0.000 __init__.py:85(<module>)
        1    0.000    0.000    0.000    0.000 oldstr.py:40(oldstr)
        1    0.000    0.000    0.000    0.000 dds.py:90(_filestruct)
        1    0.000    0.000    0.000    0.000 png.py:2397(pngfilters)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:622(_load_backward_compatible)
        5    0.000    0.000    0.000    0.000 enum.py:537(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 03_DQN_training.py:123(CartPoleEnvManager)
        1    0.000    0.000    0.000    0.000 core.py:196(Wrapper)
        2    0.000    0.000    0.000    0.000 datetime.py:689(__new__)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:272(DataSource)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 difflib.py:1707(HtmlDiff)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
        1    0.000    0.000    0.002    0.002 pyparsing.py:5824(makeHTMLTags)
        1    0.000    0.000    0.000    0.000 transforms.py:2289(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 mathtext.py:386(Fonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:2613(State)
        1    0.000    0.000    0.000    0.000 widgets.py:61(Widget)
        1    0.000    0.000    0.000    0.000 legend_handler.py:553(__init__)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:476(FigureManagerTk)
        1    0.000    0.000    0.000    0.000 __init__.py:2512(delete)
        1    0.000    0.000    0.000    0.000 model.py:341(StructOrUnion)
        1    0.000    0.000    0.000    0.000 parameter.py:5(Parameter)
        1    0.000    0.000    0.000    0.000 _VF.py:7(__init__)
        1    0.000    0.000    0.000    0.000 convert_parameters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functional_modules.py:83(QFunctional)
        1    0.000    0.000    0.000    0.000 reductions.py:44(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:348(Connection)
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:93(RelaxedBernoulli)
        1    0.000    0.000    0.000    0.000 conv_relu.py:8(ConvReLU2d)
        9    0.000    0.000    0.000    0.000 observer.py:14(__init__)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
        1    0.000    0.000    0.000    0.000 types.py:72(POINTER_)
        1    0.000    0.000    0.000    0.000 png.py:396(Writer)
        1    0.000    0.000    0.000    0.000 os.py:704(setdefault)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        1    0.000    0.000    0.000    0.000 pathlib.py:274(_PosixFlavour)
        6    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 utils.py:1987(suppress_warnings)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 __init__.py:603(get_cachedir)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
       16    0.000    0.000    0.000    0.000 pyparsing.py:493(__getitem__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:5143(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:6680(__init__)
       11    0.000    0.000    0.000    0.000 _color_data.py:31(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyplot.py:1779(colormaps)
        1    0.000    0.000    0.000    0.000 collections.py:869(PathCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1090(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 text.py:1657(OffsetFrom)
        1    0.000    0.000    0.000    0.000 patches.py:2747(_Base)
        1    0.000    0.000    0.000    0.000 dviread.py:758(PsfontsMap)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3327(Show)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 __init__.py:3797(PanedWindow)
        1    0.000    0.000    0.000    0.000 __init__.py:50(get_nvToolsExt_path)
        3    0.000    0.000    0.000    0.000 _six.py:67(metaclass)
       11    0.000    0.000    0.000    0.000 typing.py:512(<genexpr>)
        1    0.000    0.000    0.000    0.000 batchnorm.py:320(SyncBatchNorm)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 observer.py:42(Observer)
        1    0.000    0.000    0.000    0.000 fetch.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __config__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quasirandom.py:4(SobolEngine)
        1    0.000    0.000    0.000    0.000 roi_pool.py:13(_RoIPoolFunction)
        1    0.000    0.000    0.000    0.000 mnist.py:286(QMNIST)
        1    0.000    0.000    0.000    0.000 mountain_car.py:14(MountainCarEnv)
        1    0.000    0.000    0.000    0.000 rendering.py:160(Geom)
        1    0.000    0.000    0.000    0.000 __init__.py:243(ImagePattern)
        1    0.000    0.000    0.000    0.000 __init__.py:1920(TileableTexture)
        1    0.000    0.000    0.000    0.000 com.py:116(__init__)
        1    0.000    0.000    0.000    0.000 ntpath.py:223(splitext)
        2    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
        1    0.000    0.000    0.000    0.000 glob.py:9(glob)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 ufunclike.py:18(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 function_base.py:1878(vectorize)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.CloseKey}
        1    0.000    0.000    0.000    0.000 extras.py:1507(__init__)
        1    0.000    0.000    0.000    0.000 case.py:1338(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 argparse.py:1224(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 six.py:477(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 box.py:6(Box)
        1    0.000    0.000    0.000    0.000 vector_env.py:8(VectorEnv)
        1    0.000    0.000    0.000    0.000 __init__.py:1805(Locked)
        4    0.000    0.000    0.000    0.000 pyparsing.py:491(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3618(White)
        1    0.000    0.000    0.000    0.000 colorbar.py:1143(Colorbar)
        1    0.000    0.000    0.000    0.000 transforms.py:1814(Affine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2080(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 collections.py:821(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 collections.py:1023(PolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1652(CircleCollection)
        1    0.000    0.000    0.000    0.000 patches.py:1528(Circle)
        1    0.000    0.000    0.000    0.000 mathtext.py:269(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 blocking_input.py:30(BlockingInput)
        1    0.000    0.000    0.000    0.000 gridspec.py:178(GridSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:407(SubplotSpec)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3052(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:842(ToolZoom)
        1    0.000    0.000    0.000    0.000 figure.py:1728(get_axes)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 win.py:125(tzwinbase)
        3    0.000    0.000    0.000    0.000 legend_handler.py:340(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:3032(Scrollbar)
        5    0.000    0.000    0.000    0.000 module.py:900(<lambda>)
        1    0.000    0.000    0.000    0.000 typing.py:1753(SupportsInt)
        1    0.000    0.000    0.000    0.000 grad_mode.py:45(__call__)
        1    0.000    0.000    0.000    0.000 _ops.py:73(__init__)
        1    0.000    0.000    0.000    0.000 annotations.py:40(EvalEnv)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        1    0.000    0.000    0.000    0.000 request.py:1051(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 chi2.py:5(Chi2)
        2    0.000    0.000    0.000    0.000 __init__.py:79(__setattr__)
        1    0.000    0.000    0.000    0.000 svhn.py:10(SVHN)
        1    0.000    0.000    0.000    0.000 transform_observation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:9(Config)
        3    0.000    0.000    0.000    0.000 com.py:107(__init__)
        1    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        9    0.000    0.000    0.000    0.000 _globals.py:77(__repr__)
        2    0.000    0.000    0.000    0.000 platform.py:1257(python_implementation)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 hmac.py:19(HMAC)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 sync_vector_env.py:11(SyncVectorEnv)
        1    0.000    0.000    0.000    0.000 __init__.py:583(get_configdir)
        1    0.000    0.000    0.000    0.000 dis.py:416(Bytecode)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 __init__.py:877(Grouper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3969(And)
        1    0.000    0.000    0.000    0.000 patches.py:1314(YAArrow)
        1    0.000    0.000    0.000    0.000 widgets.py:663(TextBox)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 quiver.py:920(Barbs)
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
        1    0.000    0.000    0.000    0.000 tritools.py:10(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:939(_BackendTk)
